uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
uniqueid_365,No,Urban,Yes,5.0,34,Female,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_8569,No,Rural,No,5.0,35,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_4616,Yes,Rural,Yes,4.0,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_5993,No,Rural,Yes,,33,Male,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_5018,No,Urban,Yes,4.0,20,Female,Child,Single/Never Married,Primary education,Remittance Dependent
uniqueid_3259,No,Rural,Yes,6.0,36,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_6408,No,Rural,Yes,7.0,44,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_4315,No,Rural,Yes,3.0,34,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
uniqueid_5919,No,Rural,Yes,,33,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_2671,No,Rural,Yes,6.0,18,Male,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_7798,No,Rural,Yes,2.0,72,Female,Head of Household,Widowed,No formal education,Informally employed
uniqueid_2077,No,Rural,Yes,3.0,71,Female,Head of Household,Divorced/Seperated,No formal education,Government Dependent
uniqueid_1962,No,Rural,Yes,5.0,20,Male,Child,Single/Never Married,Primary education,Self employed
uniqueid_1858,No,Urban,Yes,2.0,17,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_7583,No,Rural,Yes,4.0,45,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_1445,No,Rural,Yes,4.0,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_5853,No,Rural,No,4.0,37,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_8722,No,Rural,Yes,5.0,32,Male,Head of Household,Married/Living together,Primary education,Other Income
uniqueid_1222,No,Rural,No,3.0,28,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_2090,No,Rural,Yes,2.0,20,Female,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_5432,Yes,Rural,Yes,4.0,28,Male,Child,Single/Never Married,Tertiary education,Formally employed Government
uniqueid_2043,No,Rural,Yes,8.0,32,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_3770,No,Rural,Yes,4.0,59,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_8651,No,Urban,No,3.0,63,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_7111,No,Rural,Yes,4.0,19,Female,Head of Household,Single/Never Married,Secondary education,Self employed
uniqueid_2593,No,Rural,Yes,5.0,65,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_2594,Yes,Urban,Yes,4.0,30,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_1611,No,Urban,Yes,,42,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer
uniqueid_48,No,Rural,No,8.0,36,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_1068,No,Rural,Yes,4.0,50,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_1717,No,Rural,Yes,6.0,79,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_4929,No,Rural,Yes,8.0,44,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_5282,No,Rural,Yes,3.0,22,Female,Spouse,Married/Living together,Secondary education,Informally employed
uniqueid_59,No,Rural,Yes,5.0,61,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_950,No,Rural,Yes,4.0,45,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
uniqueid_2783,No,Urban,Yes,6.0,35,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_6942,Yes,Urban,Yes,9.0,34,Female,Spouse,Married/Living together,Tertiary education,Self employed
uniqueid_3669,No,Rural,Yes,6.0,18,Male,Child,Single/Never Married,Primary education,Other Income
uniqueid_5301,No,Rural,No,6.0,66,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_3082,No,Rural,Yes,4.0,41,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_2143,No,Rural,Yes,5.0,42,Male,Head of Household,Married/Living together,Vocational/Specialised training,Farming and Fishing
uniqueid_228,No,Rural,Yes,,46,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
uniqueid_60,No,Rural,Yes,1.0,90,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_7688,Yes,Rural,Yes,7.0,28,Female,Spouse,Married/Living together,Secondary education,Formally employed Government
uniqueid_4761,Yes,Urban,Yes,6.0,33,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_4965,No,Rural,Yes,5.0,35,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_4654,No,Rural,Yes,7.0,44,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_5955,No,Rural,Yes,3.0,79,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_2286,No,Rural,Yes,4.0,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_1733,No,Rural,Yes,6.0,20,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_7784,No,Rural,Yes,1.0,49,Female,Head of Household,Single/Never Married,No formal education,Informally employed
uniqueid_2580,Yes,Rural,Yes,4.0,33,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_4313,No,Rural,Yes,6.0,35,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_8709,No,Rural,No,7.0,29,Female,Parent,Single/Never Married,No formal education,Remittance Dependent
uniqueid_5434,No,Rural,Yes,1.0,91,Female,Head of Household,Widowed,Primary education,Government Dependent
uniqueid_760,No,Rural,Yes,4.0,20,Female,Child,Single/Never Married,Primary education,Informally employed
uniqueid_999,No,Rural,Yes,5.0,56,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_7257,No,Rural,Yes,5.0,21,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_3174,No,Rural,Yes,4.0,23,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_5743,No,Rural,No,4.0,71,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_3502,No,Rural,Yes,2.0,23,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_6900,No,Rural,No,2.0,35,Female,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_8345,No,Rural,Yes,2.0,38,Male,Head of Household,Married/Living together,Secondary education,Informally employed
uniqueid_6124,No,Rural,Yes,3.0,22,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
uniqueid_8228,No,Rural,No,1.0,52,Male,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
uniqueid_1951,No,Rural,Yes,4.0,16,Male,Child,Single/Never Married,Primary education,Government Dependent
uniqueid_4583,No,Rural,Yes,4.0,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_283,Yes,Rural,Yes,7.0,47,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_3722,No,Rural,Yes,2.0,29,Female,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_7117,No,Rural,Yes,5.0,52,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
uniqueid_6891,No,Rural,No,7.0,54,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_3116,No,Rural,Yes,4.0,20,Male,Child,Single/Never Married,Primary education,Informally employed
uniqueid_7050,Yes,Rural,Yes,4.0,38,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
uniqueid_8464,No,Rural,Yes,6.0,41,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_4029,No,Rural,Yes,,26,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_4220,No,Rural,Yes,1.0,35,Male,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
uniqueid_4142,No,Rural,No,6.0,16,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_5715,No,Rural,Yes,1.0,77,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_5089,No,Rural,Yes,,36,Male,Head of Household,Married/Living together,No formal education,Self employed
uniqueid_2430,No,Rural,Yes,7.0,70,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_483,No,Rural,Yes,4.0,28,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_6551,No,Rural,Yes,8.0,47,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_476,No,Urban,Yes,4.0,38,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent
uniqueid_6782,Yes,Urban,Yes,6.0,50,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private
uniqueid_4605,No,Urban,Yes,2.0,25,Male,Parent,Single/Never Married,Secondary education,Informally employed
uniqueid_3101,No,Urban,Yes,,85,Female,Child,Widowed,No formal education,Remittance Dependent
uniqueid_1516,No,Rural,Yes,8.0,23,Male,Head of Household,Single/Never Married,No formal education,Farming and Fishing
uniqueid_5399,No,Rural,Yes,6.0,44,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_5361,No,Rural,Yes,3.0,59,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_4258,Yes,Urban,No,5.0,19,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_5998,No,Rural,Yes,4.0,33,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_7549,No,Rural,No,,23,Male,Parent,Divorced/Seperated,No formal education,Farming and Fishing
uniqueid_5435,No,Rural,Yes,3.0,28,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_7753,No,Urban,Yes,8.0,24,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_1695,No,Rural,Yes,5.0,51,Male,Head of Household,Married/Living together,Vocational/Specialised training,Farming and Fishing
uniqueid_2978,No,Rural,No,5.0,79,Female,Spouse,Married/Living together,Vocational/Specialised training,Government Dependent
uniqueid_5539,No,Rural,Yes,5.0,29,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_355,No,Rural,No,6.0,58,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_6970,No,Rural,No,4.0,42,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_3341,No,Rural,No,3.0,22,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_6295,No,Rural,Yes,1.0,51,Male,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_79,No,Rural,Yes,3.0,40,Male,Head of Household,Married/Living together,Primary education,Other Income
uniqueid_2179,No,Rural,Yes,3.0,80,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_8513,No,Rural,No,7.0,36,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_6481,No,Urban,Yes,3.0,21,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_929,No,Rural,Yes,2.0,65,Female,Head of Household,Divorced/Seperated,No formal education,Remittance Dependent
uniqueid_8206,No,Urban,No,2.0,78,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent
uniqueid_3962,No,Rural,Yes,5.0,35,Male,Head of Household,Married/Living together,No formal education,Self employed
uniqueid_1863,No,Rural,Yes,,27,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_7520,No,Rural,Yes,2.0,20,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_3993,Yes,Urban,Yes,,43,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_362,No,Rural,Yes,6.0,40,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_1277,No,Rural,Yes,5.0,16,Male,Child,Single/Never Married,Primary education,Other Income
uniqueid_1343,No,Rural,No,3.0,48,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
uniqueid_6250,No,Rural,Yes,7.0,51,Female,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_2117,No,Rural,No,,33,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_3408,No,Rural,No,3.0,56,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_4214,No,Rural,Yes,4.0,24,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_6620,No,Rural,Yes,4.0,16,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_8009,No,Rural,No,3.0,67,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_3556,No,Rural,Yes,6.0,61,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_3950,No,Urban,Yes,2.0,25,Female,Parent,Single/Never Married,Secondary education,Formally employed Private
uniqueid_7592,No,Rural,Yes,7.0,24,Male,Child,Single/Never Married,Primary education,Self employed
uniqueid_6212,No,Rural,No,2.0,87,Male,Head of Household,Widowed,Primary education,Informally employed
uniqueid_2278,No,Rural,No,1.0,71,Female,Head of Household,Widowed,No formal education,Government Dependent
uniqueid_3142,No,Urban,Yes,10.0,34,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
uniqueid_69,No,Rural,No,2.0,56,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_7445,No,Urban,Yes,6.0,18,Male,Child,Single/Never Married,Secondary education,Other Income
uniqueid_795,No,Urban,Yes,7.0,46,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_8053,No,Rural,No,2.0,70,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_6950,No,Rural,Yes,4.0,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_2162,No,Rural,Yes,4.0,18,Male,Parent,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_5575,No,Urban,No,1.0,18,Male,Head of Household,Single/Never Married,Primary education,Remittance Dependent
uniqueid_2246,No,Rural,Yes,,28,Female,Child,Divorced/Seperated,Primary education,Informally employed
uniqueid_6155,Yes,Rural,Yes,6.0,50,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
uniqueid_1590,No,Rural,No,5.0,29,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_7636,No,Rural,Yes,7.0,45,Female,Spouse,Married/Living together,Primary education,Informally employed
